userId,title,rating,timestamp
213,Jay and Silent Bob Strike Back,2.0,1462638358
220,Jay and Silent Bob Strike Back,5.0,970500114
226,Jay and Silent Bob Strike Back,2.0,1243762068
236,Jay and Silent Bob Strike Back,3.5,1109966621
276,Jay and Silent Bob Strike Back,3.5,1321811998
285,Jay and Silent Bob Strike Back,4.0,965542813
290,Jay and Silent Bob Strike Back,5.0,1389785676
295,Jay and Silent Bob Strike Back,3.0,1112546128
304,Jay and Silent Bob Strike Back,3.5,1352655932
328,Jay and Silent Bob Strike Back,3.0,1148000644
363,Jay and Silent Bob Strike Back,4.0,942344873
373,Jay and Silent Bob Strike Back,3.0,938979750
381,Jay and Silent Bob Strike Back,5.0,1018683609
412,Jay and Silent Bob Strike Back,3.0,993088673
452,Jay and Silent Bob Strike Back,3.0,976426015
458,Jay and Silent Bob Strike Back,2.0,1337555661
461,Jay and Silent Bob Strike Back,1.5,1091959379
468,Jay and Silent Bob Strike Back,2.5,1296191077
472,Jay and Silent Bob Strike Back,4.0,939004659
480,Jay and Silent Bob Strike Back,4.5,1339455189
518,Jay and Silent Bob Strike Back,3.0,945369146
534,Jay and Silent Bob Strike Back,4.0,973376907
546,Jay and Silent Bob Strike Back,5.0,1300579124
557,Jay and Silent Bob Strike Back,1.5,1285962621
559,Jay and Silent Bob Strike Back,3.0,917730910
560,Jay and Silent Bob Strike Back,4.0,1452852260
561,Jay and Silent Bob Strike Back,2.5,1172695424
562,Jay and Silent Bob Strike Back,4.0,1167429519
564,Jay and Silent Bob Strike Back,4.0,974715318
580,Jay and Silent Bob Strike Back,3.0,1165291170
582,Jay and Silent Bob Strike Back,2.0,1122167425
595,Jay and Silent Bob Strike Back,1.0,965230182
607,Jay and Silent Bob Strike Back,3.5,1118248165
608,Jay and Silent Bob Strike Back,4.0,939362228
611,Jay and Silent Bob Strike Back,3.0,1471521519
646,Jay and Silent Bob Strike Back,4.0,953704086
654,Jay and Silent Bob Strike Back,4.0,1145392596
656,Jay and Silent Bob Strike Back,5.0,986242811
2,2001: A Space Odyssey,3.0,835355749
15,2001: A Space Odyssey,2.0,1093028336
18,2001: A Space Odyssey,4.0,856006886
23,2001: A Space Odyssey,4.0,1166728220
44,2001: A Space Odyssey,5.0,858707138
67,2001: A Space Odyssey,3.0,854711772
70,2001: A Space Odyssey,5.0,853954235
77,2001: A Space Odyssey,3.5,1163252918
86,2001: A Space Odyssey,3.0,848161498
87,2001: A Space Odyssey,1.0,858623186
88,2001: A Space Odyssey,3.5,1239758460
92,2001: A Space Odyssey,3.0,848526334
93,2001: A Space Odyssey,3.5,1304992545
100,2001: A Space Odyssey,3.0,854193977
119,2001: A Space Odyssey,4.0,913049366
154,2001: A Space Odyssey,3.0,850917310
159,2001: A Space Odyssey,3.5,1183519692
161,2001: A Space Odyssey,4.0,837629820
162,2001: A Space Odyssey,5.0,852792058
165,2001: A Space Odyssey,3.5,1111981437
173,2001: A Space Odyssey,4.0,875460345
182,2001: A Space Odyssey,5.0,845744284
188,2001: A Space Odyssey,3.0,841063743
192,2001: A Space Odyssey,5.0,843634148
211,2001: A Space Odyssey,5.0,1460811099
220,2001: A Space Odyssey,4.0,970516338
223,2001: A Space Odyssey,4.0,856532133
232,2001: A Space Odyssey,5.0,955093709
235,2001: A Space Odyssey,4.5,1112684858
245,2001: A Space Odyssey,5.0,1011238743
253,2001: A Space Odyssey,4.5,1215831457
256,2001: A Space Odyssey,4.0,851862204
263,2001: A Space Odyssey,3.5,1117842427
266,2001: A Space Odyssey,4.0,840452291
284,2001: A Space Odyssey,3.0,853878869
292,2001: A Space Odyssey,4.0,1140051231
294,2001: A Space Odyssey,3.5,1106700701
303,2001: A Space Odyssey,3.5,1299489556
306,2001: A Space Odyssey,3.0,939724163
311,2001: A Space Odyssey,2.5,1062015343
324,2001: A Space Odyssey,3.5,1451524516
338,2001: A Space Odyssey,4.0,841656782
343,2001: A Space Odyssey,2.0,881166685
345,2001: A Space Odyssey,3.5,1106949300
353,2001: A Space Odyssey,3.5,1114172352
382,2001: A Space Odyssey,3.5,1386364784
383,2001: A Space Odyssey,4.0,852806430
388,2001: A Space Odyssey,3.0,946528837
389,2001: A Space Odyssey,4.0,829491840
390,2001: A Space Odyssey,3.0,867072803
413,2001: A Space Odyssey,4.0,850890557
416,2001: A Space Odyssey,5.0,841446890
422,2001: A Space Odyssey,3.0,980860203
447,2001: A Space Odyssey,5.0,832493132
449,2001: A Space Odyssey,4.0,836927059
452,2001: A Space Odyssey,3.0,976420061
461,2001: A Space Odyssey,2.5,1091958551
464,2001: A Space Odyssey,5.0,829911793
468,2001: A Space Odyssey,2.5,1296195949
484,2001: A Space Odyssey,5.0,851345205
496,2001: A Space Odyssey,5.0,837510633
500,2001: A Space Odyssey,3.5,1228946126
502,2001: A Space Odyssey,3.0,861302126
507,2001: A Space Odyssey,4.0,862090955
509,2001: A Space Odyssey,3.0,939328501
514,2001: A Space Odyssey,3.0,853892833
527,2001: A Space Odyssey,3.5,1281233910
529,2001: A Space Odyssey,4.0,960264029
530,2001: A Space Odyssey,4.0,879014459
537,2001: A Space Odyssey,4.0,879503194
548,2001: A Space Odyssey,3.0,857405395
561,2001: A Space Odyssey,4.0,1172696487
564,2001: A Space Odyssey,1.0,974842721
575,2001: A Space Odyssey,3.0,1012605059
582,2001: A Space Odyssey,3.5,1122167595
588,2001: A Space Odyssey,3.0,842298422
603,2001: A Space Odyssey,5.0,868354978
607,2001: A Space Odyssey,3.5,1148586492
616,2001: A Space Odyssey,3.0,860572913
633,2001: A Space Odyssey,3.0,848518358
640,2001: A Space Odyssey,5.0,860950846
641,2001: A Space Odyssey,4.0,834984635
650,2001: A Space Odyssey,5.0,844883683
654,2001: A Space Odyssey,4.5,1145391949
658,2001: A Space Odyssey,5.0,941489024
659,2001: A Space Odyssey,3.0,844078288
665,2001: A Space Odyssey,3.0,995233543
2,Lost in Translation,4.0,835355441
4,Lost in Translation,4.0,949811346
15,Lost in Translation,1.0,1128274517
19,Lost in Translation,3.0,855193751
20,Lost in Translation,4.0,1238729818
22,Lost in Translation,3.0,1131662452
23,Lost in Translation,3.0,1148720873
26,Lost in Translation,3.5,1360088114
32,Lost in Translation,4.0,834828085
39,Lost in Translation,3.0,832523045
47,Lost in Translation,4.0,832228859
64,Lost in Translation,5.0,843159716
73,Lost in Translation,1.0,1281668214
74,Lost in Translation,4.0,942703172
82,Lost in Translation,3.0,835973398
85,Lost in Translation,4.0,837506803
88,Lost in Translation,2.0,1239763939
92,Lost in Translation,3.0,848525554
105,Lost in Translation,3.0,1085581726
108,Lost in Translation,3.0,843301948
110,Lost in Translation,3.0,840100386
114,Lost in Translation,3.0,838365897
116,Lost in Translation,1.5,1163454706
119,Lost in Translation,1.0,913232864
121,Lost in Translation,3.0,833058390
122,Lost in Translation,3.0,832772980
126,Lost in Translation,4.0,833286421
128,Lost in Translation,3.0,1049684855
130,Lost in Translation,0.5,1138998386
132,Lost in Translation,3.5,1285244965
134,Lost in Translation,3.0,1361246182
144,Lost in Translation,3.0,837455212
145,Lost in Translation,5.0,845421597
146,Lost in Translation,2.0,1256071554
150,Lost in Translation,3.0,1114306717
151,Lost in Translation,1.0,847296625
161,Lost in Translation,3.0,837629381
163,Lost in Translation,0.5,1390767109
168,Lost in Translation,3.0,848866602
188,Lost in Translation,3.0,841063511
191,Lost in Translation,2.0,839925540
201,Lost in Translation,4.0,1110497391
212,Lost in Translation,2.5,1218404711
213,Lost in Translation,4.0,1462644086
224,Lost in Translation,4.0,828214011
225,Lost in Translation,4.0,845565714
232,Lost in Translation,4.0,955087749
237,Lost in Translation,2.5,1102009658
239,Lost in Translation,3.0,991862983
241,Lost in Translation,3.0,847339409
243,Lost in Translation,2.0,1094223550
247,Lost in Translation,3.0,953189022
249,Lost in Translation,2.0,839461338
254,Lost in Translation,3.0,845157211
268,Lost in Translation,2.0,1314894183
276,Lost in Translation,1.5,1321812623
279,Lost in Translation,2.0,838231182
281,Lost in Translation,3.0,1113685151
285,Lost in Translation,2.0,965092826
288,Lost in Translation,2.0,845862154
292,Lost in Translation,3.5,1140051087
294,Lost in Translation,4.0,1047072927
295,Lost in Translation,3.0,1100132122
305,Lost in Translation,3.0,947402442
311,Lost in Translation,3.0,898008136
317,Lost in Translation,2.0,847633434
319,Lost in Translation,4.0,834759426
338,Lost in Translation,3.0,841656121
344,Lost in Translation,1.0,850725506
345,Lost in Translation,2.0,1106948886
353,Lost in Translation,1.5,1112268795
354,Lost in Translation,3.0,846062277
355,Lost in Translation,3.0,1130105632
358,Lost in Translation,2.0,957534758
369,Lost in Translation,3.0,847465393
384,Lost in Translation,3.0,1153157953
389,Lost in Translation,3.0,829492315
390,Lost in Translation,3.0,867076269
396,Lost in Translation,3.0,834998259
400,Lost in Translation,3.0,840205085
409,Lost in Translation,3.0,828213115
416,Lost in Translation,3.0,841446622
418,Lost in Translation,2.0,1132178218
423,Lost in Translation,2.0,1354570794
428,Lost in Translation,1.5,1304133635
430,Lost in Translation,1.0,1172908800
442,Lost in Translation,4.0,1227968858
447,Lost in Translation,3.0,832492610
453,Lost in Translation,5.0,994622468
457,Lost in Translation,2.0,1471385581
461,Lost in Translation,0.5,1091049746
464,Lost in Translation,5.0,829912557
466,Lost in Translation,2.0,944978804
468,Lost in Translation,1.0,1296191749
475,Lost in Translation,1.0,1447329525
487,Lost in Translation,3.0,832836250
496,Lost in Translation,2.0,834059779
514,Lost in Translation,3.0,853896269
516,Lost in Translation,2.0,844687044
517,Lost in Translation,3.0,846449875
518,Lost in Translation,3.0,945365209
534,Lost in Translation,3.0,973376296
535,Lost in Translation,3.0,838630364
536,Lost in Translation,4.0,829471719
538,Lost in Translation,3.0,831835577
547,Lost in Translation,2.0,1076809491
550,Lost in Translation,1.0,943372786
552,Lost in Translation,2.0,843322530
561,Lost in Translation,3.0,1172734836
564,Lost in Translation,3.0,974838189
568,Lost in Translation,5.0,835002219
574,Lost in Translation,2.0,1232810237
575,Lost in Translation,4.0,1012609130
580,Lost in Translation,2.0,1165899265
588,Lost in Translation,4.0,842298045
589,Lost in Translation,3.0,838902121
590,Lost in Translation,3.0,848677376
602,Lost in Translation,3.0,842356033
607,Lost in Translation,3.0,1113319747
608,Lost in Translation,1.0,958825275
619,Lost in Translation,2.0,831921795
623,Lost in Translation,3.0,1225256302
624,Lost in Translation,2.5,1118166852
641,Lost in Translation,3.0,834636246
649,Lost in Translation,4.0,834424696
654,Lost in Translation,3.5,1145391820
657,Lost in Translation,2.0,841960714
659,Lost in Translation,3.0,835642452
666,Lost in Translation,2.0,838920837
2,Ocean's Eleven,3.0,835355493
15,Ocean's Eleven,3.0,1093028319
30,Ocean's Eleven,5.0,948166619
47,Ocean's Eleven,5.0,832228931
49,Ocean's Eleven,4.0,978041312
50,Ocean's Eleven,4.0,847412607
75,Ocean's Eleven,4.0,1143049641
77,Ocean's Eleven,2.0,1183844506
85,Ocean's Eleven,4.0,837507117
92,Ocean's Eleven,5.0,848525661
94,Ocean's Eleven,3.5,1291780453
108,Ocean's Eleven,3.0,843302067
110,Ocean's Eleven,4.0,840100438
111,Ocean's Eleven,4.0,1097430893
119,Ocean's Eleven,4.0,913117754
121,Ocean's Eleven,4.0,833058428
122,Ocean's Eleven,3.0,832773057
126,Ocean's Eleven,4.0,833286456
145,Ocean's Eleven,5.0,845421721
151,Ocean's Eleven,5.0,847296716
152,Ocean's Eleven,4.0,1335948346
161,Ocean's Eleven,5.0,837629427
177,Ocean's Eleven,4.0,907380781
184,Ocean's Eleven,3.0,833524819
191,Ocean's Eleven,4.0,839925587
235,Ocean's Eleven,4.5,1111558307
248,Ocean's Eleven,5.0,1031528829
279,Ocean's Eleven,3.0,838231315
288,Ocean's Eleven,3.0,845862234
306,Ocean's Eleven,2.0,956081904
311,Ocean's Eleven,3.0,898008136
338,Ocean's Eleven,3.0,841656206
344,Ocean's Eleven,4.0,850728472
353,Ocean's Eleven,3.0,1112269579
357,Ocean's Eleven,4.0,832768614
360,Ocean's Eleven,5.0,967345307
380,Ocean's Eleven,4.0,1115007216
385,Ocean's Eleven,4.0,836679046
389,Ocean's Eleven,4.0,829492316
396,Ocean's Eleven,4.0,834998293
400,Ocean's Eleven,3.0,840205118
415,Ocean's Eleven,4.0,848984824
416,Ocean's Eleven,4.0,841446655
417,Ocean's Eleven,3.5,1112672392
442,Ocean's Eleven,4.5,1227969017
447,Ocean's Eleven,4.0,832492847
452,Ocean's Eleven,3.0,976423807
461,Ocean's Eleven,2.5,1091958488
463,Ocean's Eleven,3.0,1050438983
487,Ocean's Eleven,4.0,832836302
495,Ocean's Eleven,3.0,846384233
496,Ocean's Eleven,4.0,834059827
508,Ocean's Eleven,4.0,844376036
513,Ocean's Eleven,5.0,843771870
516,Ocean's Eleven,4.0,844687099
534,Ocean's Eleven,5.0,973377686
535,Ocean's Eleven,4.0,838630544
536,Ocean's Eleven,5.0,829471720
537,Ocean's Eleven,3.0,879503028
547,Ocean's Eleven,1.0,1021100453
548,Ocean's Eleven,3.0,857405981
550,Ocean's Eleven,4.0,942669719
556,Ocean's Eleven,5.0,842019723
564,Ocean's Eleven,4.0,974714878
568,Ocean's Eleven,4.0,835002275
577,Ocean's Eleven,4.5,1111475331
588,Ocean's Eleven,4.0,842298158
590,Ocean's Eleven,4.0,848677459
598,Ocean's Eleven,4.0,1008657959
607,Ocean's Eleven,4.0,1113319853
619,Ocean's Eleven,4.0,831921853
624,Ocean's Eleven,4.0,1019137754
633,Ocean's Eleven,3.0,848518115
639,Ocean's Eleven,4.0,833991762
647,Ocean's Eleven,3.0,947292784
649,Ocean's Eleven,4.0,834424744
654,Ocean's Eleven,4.5,1145391894
657,Ocean's Eleven,4.0,841960771
658,Ocean's Eleven,4.0,941488989
667,Ocean's Eleven,4.0,847271314
2,Back to the Future Part II,3.0,835355441
15,Back to the Future Part II,3.0,1093028183
19,Back to the Future Part II,3.0,855191227
24,Back to the Future Part II,4.0,849282506
26,Back to the Future Part II,2.5,1360088108
30,Back to the Future Part II,4.0,948141601
32,Back to the Future Part II,4.0,834828085
36,Back to the Future Part II,3.0,847056547
39,Back to the Future Part II,5.0,832523045
41,Back to the Future Part II,4.0,1093889934
42,Back to the Future Part II,3.5,1473258327
47,Back to the Future Part II,4.0,832228859
50,Back to the Future Part II,4.0,847412543
53,Back to the Future Part II,4.0,955193387
64,Back to the Future Part II,3.0,843159716
73,Back to the Future Part II,3.5,1255608532
77,Back to the Future Part II,2.5,1163082488
82,Back to the Future Part II,3.0,835973398
85,Back to the Future Part II,4.0,837506796
88,Back to the Future Part II,3.0,1239763933
89,Back to the Future Part II,4.0,1257620488
92,Back to the Future Part II,3.0,848525554
105,Back to the Future Part II,3.5,1100533423
110,Back to the Future Part II,5.0,840100386
114,Back to the Future Part II,3.0,838365897
121,Back to the Future Part II,3.0,833058390
122,Back to the Future Part II,2.0,832772980
130,Back to the Future Part II,2.0,1139003532
134,Back to the Future Part II,4.0,1361246178
144,Back to the Future Part II,4.0,837455201
145,Back to the Future Part II,5.0,845421597
146,Back to the Future Part II,3.0,1256071535
150,Back to the Future Part II,3.5,1113907638
151,Back to the Future Part II,4.0,847296624
157,Back to the Future Part II,3.0,1291598753
159,Back to the Future Part II,3.5,1183519849
161,Back to the Future Part II,3.0,837629381
165,Back to the Future Part II,5.0,1111612298
168,Back to the Future Part II,3.0,848866602
177,Back to the Future Part II,5.0,907380918
182,Back to the Future Part II,3.0,845743728
188,Back to the Future Part II,2.0,841063510
191,Back to the Future Part II,3.0,839925540
194,Back to the Future Part II,4.0,848098205
195,Back to the Future Part II,1.0,975418855
201,Back to the Future Part II,4.0,1110498217
212,Back to the Future Part II,3.0,1227937953
213,Back to the Future Part II,3.5,1462634465
224,Back to the Future Part II,4.0,828214012
240,Back to the Future Part II,3.5,1099264155
242,Back to the Future Part II,4.0,956684962
247,Back to the Future Part II,4.0,953102260
249,Back to the Future Part II,4.0,839461338
250,Back to the Future Part II,4.5,1469700664
254,Back to the Future Part II,4.0,845157211
268,Back to the Future Part II,3.5,1314894169
279,Back to the Future Part II,3.0,838231181
282,Back to the Future Part II,4.0,1111493905
288,Back to the Future Part II,4.0,845862153
290,Back to the Future Part II,4.5,1445337600
294,Back to the Future Part II,3.0,1159991791
295,Back to the Future Part II,4.0,1100131014
302,Back to the Future Part II,3.0,843720570
306,Back to the Future Part II,4.0,939716043
311,Back to the Future Part II,3.0,898008162
313,Back to the Future Part II,3.5,1105354615
317,Back to the Future Part II,4.0,847633433
330,Back to the Future Part II,2.0,948576723
339,Back to the Future Part II,3.0,1446663793
344,Back to the Future Part II,3.0,850725682
353,Back to the Future Part II,3.5,1137410799
354,Back to the Future Part II,2.0,846062521
355,Back to the Future Part II,3.0,1130105625
369,Back to the Future Part II,3.0,847465392
375,Back to the Future Part II,3.0,845491845
384,Back to the Future Part II,3.5,1194003698
385,Back to the Future Part II,4.0,836678991
388,Back to the Future Part II,3.0,965183098
390,Back to the Future Part II,4.0,867076176
394,Back to the Future Part II,4.0,1298378968
400,Back to the Future Part II,4.0,840205085
409,Back to the Future Part II,2.0,828213115
410,Back to the Future Part II,3.0,1434057961
415,Back to the Future Part II,3.0,848984732
416,Back to the Future Part II,4.0,841446621
417,Back to the Future Part II,3.0,1112747157
421,Back to the Future Part II,2.0,835170005
423,Back to the Future Part II,2.5,1353700439
440,Back to the Future Part II,4.0,835336972
447,Back to the Future Part II,3.0,832492610
452,Back to the Future Part II,4.0,976424188
455,Back to the Future Part II,3.5,1110395626
457,Back to the Future Part II,2.5,1471384873
458,Back to the Future Part II,3.5,1365115767
461,Back to the Future Part II,2.5,1091958446
464,Back to the Future Part II,4.0,829912558
480,Back to the Future Part II,5.0,1272668487
487,Back to the Future Part II,3.0,832836250
495,Back to the Future Part II,3.0,846384168
496,Back to the Future Part II,4.0,834059779
516,Back to the Future Part II,4.0,844687044
517,Back to the Future Part II,4.0,846449875
518,Back to the Future Part II,3.0,945369740
522,Back to the Future Part II,3.0,1391353890
527,Back to the Future Part II,1.0,1281233689
531,Back to the Future Part II,0.5,1240402274
534,Back to the Future Part II,4.0,973375956
535,Back to the Future Part II,3.0,838630364
536,Back to the Future Part II,5.0,829471720
538,Back to the Future Part II,3.0,831835647
547,Back to the Future Part II,4.5,1175959303
552,Back to the Future Part II,3.0,843322530
556,Back to the Future Part II,5.0,842019369
560,Back to the Future Part II,4.0,1452848918
562,Back to the Future Part II,3.5,1167428752
564,Back to the Future Part II,4.0,974839108
568,Back to the Future Part II,4.0,835002219
570,Back to the Future Part II,5.0,1475783692
574,Back to the Future Part II,3.5,1232810241
577,Back to the Future Part II,4.5,1111475226
586,Back to the Future Part II,3.5,1214234296
588,Back to the Future Part II,3.0,842298045
589,Back to the Future Part II,3.0,836109522
590,Back to the Future Part II,4.0,848677375
592,Back to the Future Part II,5.0,995421850
593,Back to the Future Part II,4.0,835462904
596,Back to the Future Part II,3.5,1142088523
605,Back to the Future Part II,3.0,980176703
607,Back to the Future Part II,3.5,1113319752
619,Back to the Future Part II,3.0,831921829
624,Back to the Future Part II,4.0,1019142324
627,Back to the Future Part II,3.5,1201380769
639,Back to the Future Part II,3.0,833991717
641,Back to the Future Part II,4.0,834636246
649,Back to the Future Part II,3.0,834424696
654,Back to the Future Part II,4.0,1145391816
657,Back to the Future Part II,3.0,841960714
662,Back to the Future Part II,3.0,839022166
664,Back to the Future Part II,3.5,1343835342
665,Back to the Future Part II,3.0,997239405
666,Back to the Future Part II,2.0,838920837
667,Back to the Future Part II,3.0,847271245
2,Star Trek IV: The Voyage Home,3.0,835355710
32,Star Trek IV: The Voyage Home,3.0,834828318
39,Star Trek IV: The Voyage Home,3.0,832525093
64,Star Trek IV: The Voyage Home,3.0,843159967
73,Star Trek IV: The Voyage Home,2.5,1256018505
105,Star Trek IV: The Voyage Home,2.0,1088058683
110,Star Trek IV: The Voyage Home,4.0,840100672
119,Star Trek IV: The Voyage Home,2.0,913232864
128,Star Trek IV: The Voyage Home,4.0,1049683955
174,Star Trek IV: The Voyage Home,4.0,1109621240
182,Star Trek IV: The Voyage Home,5.0,845744316
212,Star Trek IV: The Voyage Home,3.0,1218955124
213,Star Trek IV: The Voyage Home,3.5,1462640061
243,Star Trek IV: The Voyage Home,3.0,1094224529
263,Star Trek IV: The Voyage Home,3.0,1117844263
276,Star Trek IV: The Voyage Home,1.5,1321811950
285,Star Trek IV: The Voyage Home,2.0,965542455
294,Star Trek IV: The Voyage Home,3.0,1048536964
302,Star Trek IV: The Voyage Home,3.0,843793216
311,Star Trek IV: The Voyage Home,2.0,898008716
338,Star Trek IV: The Voyage Home,3.0,841656756
344,Star Trek IV: The Voyage Home,2.0,850725682
355,Star Trek IV: The Voyage Home,3.0,1130106026
370,Star Trek IV: The Voyage Home,3.0,1096512066
384,Star Trek IV: The Voyage Home,3.0,1153937344
389,Star Trek IV: The Voyage Home,4.0,829492316
390,Star Trek IV: The Voyage Home,3.0,867076243
396,Star Trek IV: The Voyage Home,2.0,834998490
405,Star Trek IV: The Voyage Home,2.5,1097769660
416,Star Trek IV: The Voyage Home,4.0,841446877
421,Star Trek IV: The Voyage Home,3.0,835170548
447,Star Trek IV: The Voyage Home,3.0,832493085
452,Star Trek IV: The Voyage Home,3.0,976420942
461,Star Trek IV: The Voyage Home,2.0,1091958914
463,Star Trek IV: The Voyage Home,3.0,1050499923
487,Star Trek IV: The Voyage Home,3.0,832836541
496,Star Trek IV: The Voyage Home,5.0,834060135
516,Star Trek IV: The Voyage Home,3.0,844687300
534,Star Trek IV: The Voyage Home,4.0,973375290
548,Star Trek IV: The Voyage Home,3.0,857407661
590,Star Trek IV: The Voyage Home,3.0,848677787
619,Star Trek IV: The Voyage Home,5.0,831923847
665,Star Trek IV: The Voyage Home,5.0,995232660
2,Lucky Number Slevin,3.0,835355664
85,Lucky Number Slevin,3.0,837512987
86,Lucky Number Slevin,1.0,848159406
92,Lucky Number Slevin,3.0,848526334
110,Lucky Number Slevin,4.0,840100631
121,Lucky Number Slevin,3.0,833058557
126,Lucky Number Slevin,2.0,833286594
174,Lucky Number Slevin,3.5,1109621215
182,Lucky Number Slevin,3.0,845746300
201,Lucky Number Slevin,3.0,1110421287
212,Lucky Number Slevin,2.5,1218408337
243,Lucky Number Slevin,3.0,1094224527
276,Lucky Number Slevin,3.0,1321811967
288,Lucky Number Slevin,5.0,845862567
295,Lucky Number Slevin,3.5,1100129361
302,Lucky Number Slevin,3.0,843793164
306,Lucky Number Slevin,3.0,939719284
308,Lucky Number Slevin,3.0,854377117
311,Lucky Number Slevin,2.0,898008716
313,Lucky Number Slevin,3.0,1101033008
323,Lucky Number Slevin,3.5,1150487585
381,Lucky Number Slevin,3.0,1018645833
388,Lucky Number Slevin,2.5,1097625718
416,Lucky Number Slevin,3.0,841446839
421,Lucky Number Slevin,3.0,835170356
431,Lucky Number Slevin,2.5,1140455413
447,Lucky Number Slevin,3.0,832493063
452,Lucky Number Slevin,1.0,976422783
462,Lucky Number Slevin,2.5,1115312258
468,Lucky Number Slevin,1.5,1296196975
471,Lucky Number Slevin,3.0,1239660559
487,Lucky Number Slevin,3.0,832836492
516,Lucky Number Slevin,3.0,844687300
517,Lucky Number Slevin,5.0,846450111
518,Lucky Number Slevin,2.0,945364758
536,Lucky Number Slevin,3.0,829471721
547,Lucky Number Slevin,3.0,1076209872
562,Lucky Number Slevin,3.5,1167429316
564,Lucky Number Slevin,3.0,974838315
580,Lucky Number Slevin,1.0,1167160136
590,Lucky Number Slevin,3.0,848677713
641,Lucky Number Slevin,3.0,834636769
646,Lucky Number Slevin,4.0,953703866
649,Lucky Number Slevin,2.0,834424903
654,Lucky Number Slevin,3.5,1145392276
659,Lucky Number Slevin,2.0,834692716
662,Lucky Number Slevin,3.0,839022731
665,Lucky Number Slevin,3.0,992838474
2,Rebecca,1.0,835355749
15,Rebecca,4.0,997939415
17,Rebecca,2.5,1127469577
19,Rebecca,4.0,855191622
36,Rebecca,5.0,847057223
39,Rebecca,4.0,832523276
43,Rebecca,3.0,974768430
48,Rebecca,2.5,1322169932
56,Rebecca,4.0,1467004879
59,Rebecca,3.5,1144755802
73,Rebecca,4.5,1411810971
77,Rebecca,4.5,1163004353
78,Rebecca,4.5,1274051011
86,Rebecca,5.0,848159545
88,Rebecca,4.5,1239764512
92,Rebecca,5.0,848526508
95,Rebecca,5.0,1018815674
97,Rebecca,3.5,1460343084
111,Rebecca,4.0,1097432413
119,Rebecca,4.0,945994116
121,Rebecca,4.0,833058645
130,Rebecca,3.0,1138999377
134,Rebecca,3.0,1361245161
164,Rebecca,4.5,1182287392
171,Rebecca,5.0,950556680
177,Rebecca,5.0,907516215
180,Rebecca,3.0,945446726
184,Rebecca,5.0,833524934
185,Rebecca,4.0,1003524442
187,Rebecca,4.5,1230362008
190,Rebecca,4.0,975693787
212,Rebecca,4.0,1218403976
218,Rebecca,4.0,1163106588
219,Rebecca,2.0,974475047
224,Rebecca,5.0,828214011
230,Rebecca,3.5,1424847209
239,Rebecca,4.0,991857956
241,Rebecca,3.0,847339930
253,Rebecca,4.0,1215831499
254,Rebecca,4.0,845157538
268,Rebecca,3.0,1314894682
270,Rebecca,4.0,1469278482
285,Rebecca,5.0,965091971
291,Rebecca,4.0,1111489245
292,Rebecca,4.0,1140049989
297,Rebecca,5.0,1318706138
299,Rebecca,4.5,1344187548
303,Rebecca,4.0,1299489695
304,Rebecca,5.0,1352656222
306,Rebecca,3.0,956081880
